id,questions,category
426,그러면 뭡니까? 제가 불량이라고 반품비 안줄까봐 또 확인하는 겁니까?,불만접수
427,저는 불량이라고 말 한적 없어요. 반품비가 얼마에요?,교환반품
428,아 그렇게 하십시오.,교환반품
429,아니요. 그냥 반품할게요.,교환반품
430,"네, 알겠습니다. 그런데 박스를 버려서 다른 박스로 포장해도 될까요?",포장
431,그럼 나는 재방송 보고 전화했나요?,불만접수
432,삼일에서 사일 밖에 안되었는데 방송 끝났다고 모르겠다고 하는 거예요?,불만접수
433,그래도 색상이 마음에 들지 않아요.,상품
434,그럼 블랙 이백육십 사이즈로 한번 보내봐주세요.,교환반품
435,혹시 작거나 색상이 마음에 너무 안들면 다시 연락할게요.,연락요청
436,아 그러면 다시 한번 전화를 해보세요.,연락요청
437,지역이 어디죠?,배송
438,"네, 내일 가실 것 같은데요.",배송
439,"네, 늦어도 내일 오후까지는 가신다고 하거든요. 기사님이 아침에 전화를 주실 거에요.",배송
440,수거하러 언제 오나요?,교환반품
441,저번에는 전체 교환해야 한다고 했는데요.,교환반품
442,경비실에 맡겨놓는다고 해주세요.,교환반품
443,"네, 아직 안왔는데요?",배송
444,그럼 받으면 다시 반품 신청해야 되나요?,교환반품
445,네. 제가 한 가지만 교환해달라고 했는데요?,교환반품
446,내일까지 오시나요?,배송
447,네. 카드로 들어오는 건가요?,환불
448,네 수거는 언제쯤 되는가요?,교환반품
449,아 그럼 집에 있어야 겠네요?,교환반품
450,"아, 반품이 가능한가요?",교환반품
451,내가 뜯어만 봤어요. 다른 거는 안 쓰고 공구가 어떤 가 싶어서 뜯어서 하나만 사용을 했는데 안 되서 내가 전화를 한 거에요.,상품
452,그럼 환불해 주세요.,환불
453,그런 게 어딨어요? 먼저 환불해줘야 되는 거 아니에요?,환불
454,그래서 언제 되는건데요?,환불
455,그런데 저는 반품 말고 교환을 원하는데요.,교환반품
456,그런데 보니까 이거 지금 지마켓에도 판매 중이던데 그냥 교환하면 안 되나요?,교환반품
457,제가 보낸 물건이 도착한 다음에 물건이 발송된다는 얘기인가요?,교환반품
458,아 집으로 오면 제가 낮에는 집에 없는데 어떻게 하나요?,교환반품
459,지금 받지도 않은 상태인데 즉시 취소가 안 돼요?,취소
460,아니 다른 곳에서는 물건을 받지 않은 상태에서는 즉시 처리해주던데요?,취소
461,어 그런데 체크 카드로 결제 해도 할인 되나요?,결제
462,아 그 주소 말고 주소 변경할게요.,고객정보
463,아니 받자 마자 계속 에러가 떠가지고 작동이 안 되더라고요. 그래서 그때 부터 계속 전화를 했는데 전화도 안 받더라고요.,상품
464,포장을 어떻게 해야 되나요?,포장
465,네 그러면 저거는 어떻게 해야 돼요?,배송
466,배송비는 무료인가요?,배송
467,네 반품해주세요. ,교환반품
468,카드로 내가 결제 안 했는데 현금 결제했어요.,결제
469,내가 카드로요?,결제
470,아 그래요? 내가 원래 홈쇼핑에서 카드 결제를 안 하거든요.,결제
471,네 맞아요. 근데 물건은 언제 가져가요?,교환반품
472,교환해서 받았는데 또 문제가 있을까봐 반품하고 싶어요.,교환반품
473,그럼 반품할게요.,교환반품
474,떨어졌다고요.,상품
475,"네, 그럼 취소되면 빠져나간 돈은 어떻게 됩니까?",환불
476,아 오늘 안 되는 거예요?,결제
477,그럼 언제쯤 환불이 됩니까?,환불
478,"네, 결제는 취소됐죠?",취소
479,"네, 그럼 삼사일 뒤에는 돈이 들어오겠네요?",환불
480,못 받았는데요.,배송
481,아니 뭐 짧고 상태도 안 좋고 하더라고요.,상품
482,"네, 화이트 색상으로 주문이 되었나요?",주문
483,"네, 반품이 된 건가요?",교환반품
484,사이즈가 없는 거에요?,상품
485,제가 하나는 카드로 하고 하나는 현금으로 결제를 했거든요.,결제
486,아 네 제가 ㅇㅇㅇ입니다.,고객정보
487,예 그러면 저기 박스에 담아서 주면 됩니까?,포장
488,반품 상품이 생물인데 어떻게 해야 되나요? ,배송
489,냉동 보관하라고요?,배송
490,그런데 지금 상품은 그대로 있는데 왔던 박스가 없어요. 혹시 다른 박스로도 괜찮을까요?,포장
491,네 박스에 포장 잘 해서 기사분 오시면 드리면 되는 거죠?,교환반품
492,네 그럼 민트 색상으로 바꿀게요.,상품
493,ㅇㅇㅇ동 ㅇㅇㅇ호 이고요. 그리고 오실때 연락 좀 달라고 해주세요. ,연락요청
494,네 그러면 오늘이나 내일쯤 오시는 건가요?,교환반품
495,인수증 사진으로 보관해도 되죠?,배송
496,냉동 제품인데 아이스팩 넣어서 보내야 되요?,포장
497,네 그러면 전복은 폐기 처분하겠습니다.,상품
498,"네, 수거는 경비실에서 가져가시면 됩니다.",교환반품
499,"네, 언제 오나요?",교환반품
500,배송은요?,배송
501,네 그렇죠. 그런데 그냥 양념이 문제가 아니고 아예 못 먹겠다고요.,교환반품
502,방송 봤던 거 지금 주문 가능할까 싶어서요.,주문
503,배송시 경비실에 맡겨 달라고 메모 남겨주세요.,배송
504,네 잠시만요. 주문 번호 알 수 있을까요?,주문
505,네 성함이 어떻게 되시죠?,고객정보
506,혹시 고객님이 수령하시고 보관 어떻게 하셨을까요?,배송
507,예 불편 하셔도 수령하시고 밖에 안 놔두셨으면 지금 잠깐 밖에 놔둬 보라고 할 수 있어요?,배송
508,이게 그냥 그 상품 특성상 냄새가 잠깐 날 수가 있거든요.,상품
509,경비실에 부탁을 드릴게요.,교환반품
510,"네, 그럼 제 전화로 문자가 오든지 뭐 연락이 오겠죠?",배송
511,"네, 교환 신청했어요.",교환반품
512,"아, 교환으로 할게요.",교환반품
513,그런데 팔걸이 때문에 커버 자체가 안 맞는 거 같아요.,상품
514,아 그러면 이게 지금 제품에 문제가 있는 거 잖아요?,상품
515,"네, 그러면 택배비는요?",배송
516,"네, 상품 그냥 포장하면 되나요?",포장
517,"아, 그러면 일단 반품 처리해 주시겠어요?",교환반품
518,근데 이거 얼마 정도 차이가 나는데요?,가격
519,아 똑같은 거 아니에요?,상품
520,어떤 상품은 백이 맞고 어떤 거는 백이 너무 크네요.,상품
521,다른 것은 안 그러던데요.,상품
522,그냥 반품해 주세요.,교환반품
523,선생님 그냥 일시불로 해주세요.,결제
524,지금 사용해도 칠일 안에 반품하면 무료라는 방송 보고 있는데요?,교환반품
525,네 상품 수거 배송비 별도로 있나요?,배송
526,"네, 감사합니다. 오늘 중으로 환불금 들어오나요?",환불
527,"네, 지진희 니트 세트 오종이요.",주문
528,다시 주문해야 하나요?,주문
529,네 ㅇㅇㅇ동 ㅇㅇㅇ호 문 앞 에다 놓을게요.,교환반품
530,반품 가능한가요?,교환반품
531,포장해두면 되나요?,포장
532,아 그러면 오늘 이거 다 그냥 반품할게요.,교환반품
533,왜냐하면 오늘 주말이니까 이 홈쇼핑은 또 바쁠 거니까 언제 연락을 주실지 모르잖아요. 그때도 녹취만 확인해서 연락 주신다고 해 놓고는 지금 확인 절차상 업체를 핑계 대시는 거잖아요.,불만접수
534,아니 이제 그거죠. 제가 분명히 성함과 연락처를 드렸고 물건이 잘못 왔다고 말씀드린 것도 이게 제가 주문한 게 아니거든요? 저는 검정색이라고 얘기한 적도 없구요. 청바지만 두 개 시켰는데 그 주문 받으시는 분도 좀 헷갈려 하시더라구요.,주문
535,그래서 티비 보고 제가 주문을 했는데 티비 보는 화면하고 접수 받는 거 하고 달라서 혼동이 있으시다고 얘기를 하셨어요.  그 와중에 제가 검은색이라고 얘기 한번 한 적이 없는데 이런 식이거든요.,주문
536,나머지 하나도 입지도 못하고 그대로 있는데요.  저는 분명히 수요일이나 목요일에 전화드렸으면 그 자리에서 녹취 확인을 못했어도 삼일 안에는 확인이 될꺼라고 생각하거든요?,불만접수
537,와인도 있지 않아요? 와인으로 하고싶은데?,상품
538,실버가 뭐죠?,상품
539,"아, 그럼 일단 그걸로 주문할게요.",상품
540,"음, 그럼 얼마죠?",결제
541,"아, 네 그럼 무이자 십이개월로 할게요.",결제
542,예 그러면 그냥 저는 반품을 할게요.,교환반품
543,네 일단 접수는 확실하게 하신 거죠?,교환반품
544,접수를 했던 기록이 남아 있고 일자가 나와있습니까?,교환반품
545,네 그럼 이제 반품 접수가 되고 카드 처리가 되는 건가요?,환불
546,아니 안 그래도 문자를 받았는데 부산이에요. 왜 울산으로 되어 있어요?,교환반품
547,다른 색상은 없는 거죠?,상품
548,"아, 그러면 환불 해주세요.",환불
549,네 배달은 언제 됩니까?,배송
550,최대한 빨리 회수 부탁드립니다.,교환반품
551,미리 포장을 해두기 힘드니까 방문 전에 연락을 요청해 주세요.,연락요청
552,네. 미리 연락주신다고 하셨죠?,배송
553,아 그냥 보내주세요.,교환반품
554,아니요. 사용하는 게 좀 불편해서 그냥 반품 해 주세요.,교환반품
555,네. 내일 밖에 내놓으면 되잖아요?,교환반품
556,아 그러면 환불해주세요.,환불
557,예 안녕하세요? 지금 방송하는 거 주문 좀 하려고요.,주문
558,예 이거를 지난번에 하나를 신청해 갖고 잘 쓰고 있는데 오늘은 다른 색상으로 하나 주문할까 싶어서요.,주문
559,네 베이지 비슷한 색깔이 있었는데요?,상품
560,아 그렇구나. 그러면 색상을 아이보리로 할까요?,상품
561,뭐가 있어요?,상품
562,블루 마린을 지금 쓰고 있어요. 브라운 색상은 없나요? 자연 갈색 같은거요.,상품
563,네 그럼 이거 이삼인용으로 가격은 얼마입니까?,가격
564,아 그때는 구만 팔천원이었는데 만원 할인을 해서 그런거였네요?,상품
565,"네, 그러면 손잡이 부분은 그냥 빠지는 데 어떻게 포장을 하죠?",포장
566,그럼 포장을 하고 연락을 다시 하면 되는 거에요?,연락요청
567,그러면 어떻게 드리면 되나요?,교환반품
568,아 아이스 박스를 버렸는데 맞교환 하면서 거기에서 물건을 빼고 다시 넣어서 드리면 되는 거 아닌가요?,교환반품
569,ㅇㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ이요.,결제
570,네. 제가 들고 있는 상품은 어떻게 할까요?,교환반품
571,카드에 돈이 벌써 빠져나갔던데 그건 어떻게 됩니까?,결제
572,하나 카드구요.,결제
573,아 그런 거 필요 없습니다. 저는 이제 ㅇㅇ쇼핑에 전화 안 할 겁니다.,불만접수
574,적립금 필요 없으니까 환불 처리 해주세요.,환불
575,"네, 연락을 달라고 해주세요.",연락요청
576,"네, 오늘 수거는 안 되는 거죠?",교환반품
577,"음, 경비실에 맡겨도 되나요?",교환반품
578,아 그래요? 그러면 반품으로 해주세요.,교환반품
579,거기 말고 다른 곳으로 해주세요.,교환반품
580,그러면 새로 받는 거도 그 정도 걸린다는 말이네요?,배송
581,물건 먼저 보내주세요. 그래야 포장해서 드리죠?,배송
582,그러면 박스가 없잖아요?,포장
583,저 반품이 아니고 교환인데요? 이백사십으로요.,교환반품
584,네 알겠습니다. 이백사십으로 꼭 교환해 주세요.,교환반품
585,"네, 그럼 어떻게 그냥 경비실에 다 갖다 놓으면 될까요?",교환반품
586,"네, 그러면 전화를 꼭 주세요.",배송
587,네. 블랙 색상 구구는 없나요?,상품
588,그럼 반품 처리해주세요.,교환반품
589,네 그럼 반품해 주세요.,교환반품
590,네 그대로 있습니다. 그런데 또 불량으로 보내는 건 아니겠죠?,불만접수
591,네 그 얼마라고 했죠?,결제
592,네 사만 구천원이라고요?,결제
593,삼십 사로 사종으로 오는거죠?,주문
594,"네, 그럼 그 동안 연락을 하면서 상품이 언제 오냐 하면 확인 중이다 라고 말만 하고 이제 와서 품절이라니 참나 웃기네요.",불만접수
595,바로 환불이 되죠?,환불
596,"네, 방문하기 전에 연락이 오는 건가요?",배송
597,내가 카드 비밀번호 찾아보고 연락 드릴게요.,연락요청
598,뭐 다른 결제는 안 되나요?,결제
599,그러면 농협 가서 내가 입금시키면 되는 거예요?,결제
600,네 저기 연휴 지나고 온다는 거죠?,배송
601,그럼 두 개 다 바꾸는 건 안 되나요?,교환반품
602,아 그럼 언제가져가나요?,교환반품
603,"네, 그러면 다음 주에는 무조건 오겠네요?",배송
604,그래도 너무 기다리는데요?,배송
605,저번에 전화드렸을때도 그 말씀하시던데 이렇게 됐다구요.,불만접수
606,그럼 삼사일 걸려요?,교환반품
607,예 몇 개가 오는데요?,상품
608,네 아까 상담원으로 연결을 해드릴까요? 해서 눌렀어요.,주문
609,네 지금 그 방송 중인 물걸레 청소기 주문하려고요.,주문
610,예 그러면 만약에 칠일되어서 마음에 안 들면 금액은 도로 반환해줍니까?,환불
611,칠일 이내에요?,교환반품
612,그리고 제가 그런 것도 아니고 제가 반품 한 것도 아니고 불량 이라서 반품한 건데 이거 제가 손해 아닌가요?,상품
613,교환 물건이 먼저 오나요?,배송
614,그러면 택배 기사님이 연락이 오시나요?,배송
615,"네, 전데요. 지금 선전하는 게 뭐예요?",상품
616,"네, 그거 주문 할려고요.",주문
617,아 그럼 오만 구천원에 육개월이요?,결제
618,예 그런데 상품 그 이름이 어떻게 되나요?,상품
619,다 불러야 됩니까?,결제
620,예 ㅇㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ이요.,결제
621,예 지금 거기 신한카드가 있나요?,결제
622,쓰다가 고장이 나면은요?,상품
623,주문할때는 있었는데 지금 그러면 어떡해요?,불만접수
